code;name;;en_name;de_desc;de_link;en_desc;en_link;de_syn;en_syn
BUNDESLAND-1;Burgenland;;Burgenland ;;;;;;
BUNDESLAND-2;Kärnten;;Carinthia;;;;;;
BUNDESLAND-3;Niederösterreich;;Lower Austria;;;;;;
BUNDESLAND-4;Oberösterreich;;Upper Austria;;;;;;
BUNDESLAND-5;Salzburg;;Salzburg;;;;;;
BUNDESLAND-6;Steiermark;;Styria;;;;;;
BUNDESLAND-7;Tirol;;Tyrol;;;;;;
BUNDESLAND-8;Vorarlberg;;Vorarlberg;;;;;;
BUNDESLAND-9;Wien;;Vienna;;;;;;
