Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
PAMOKHOL ID,10/19/2022,"4,416",19.9,2347433.0,588,"62,520",25.0,,,1901402.0,"71,781,810","1,652,854,603",,,,,,,,,,,,0
Travis Scott,8/3/2018,"4,408",19.9,646744185.0,"131,213","18,096,403",68.0,"161,578,216","1,576,117",8999.0,"3,009,068","25,055,075","32,615,566",44.0,"1,231",47,28.0,"137,307",10.0,"58,077,529","20,858",,"1,564,987",1
C. Tangana,10/8/2020,"4,423",19.9,417168757.0,"75,509","12,398,561",68.0,"135,732,676","1,275,450",239433.0,"209,313,809","2,112,625,816","39,566,186",50.0,"7,224",,15.0,"25,276",13.0,"94,511",549,,"1,294,599",0
Migos,1/13/2017,"4,420",19.9,476546062.0,"81,971","14,843,218",59.0,"411,585,032","2,754,105",112983.0,"12,732,471","81,330,455","191,370,605",130.0,323,15,9.0,"72,746",6.0,"261,193,437","81,956",,"2,262,525",1
BLACKPINK,10/2/2020,"4,421",19.9,435823355.0,"34,658","14,268,149",64.0,"284,536,285","3,411,827",565243.0,"137,186,669","1,021,702,238",28,27.0,"1,664",,7.0,"116,569",8.0,"4,427,847","6,097",,"733,704",0
B Praak,8/15/2021,"4,424",19.9,149351877.0,"15,576","5,847,920",61.0,"365,670,176","5,075,644",72976.0,"4,375,481","60,033,835","160,130,930",10.0,170,,1.0,"1,097",3.0,,,,"137,705",0
Calvin Harris,1/1/2011,"4,411",19.9,991382346.0,"187,432","87,928,081",79.0,"7,412,771","63,854",183112.0,"76,790,230","502,553,641",,148.0,"57,577",,84.0,"942,311",29.0,"426,156,682","480,102",,"7,721,049",0
Jason Aldean,10/11/2019,"4,414",19.9,184488165.0,"22,640","3,468,330",59.0,"220,205,995","1,704,011",29900.0,"2,111,239","22,309,447","75,939,058",8.0,,48,3.0,"1,846",7.0,"367,697,976","83,391",,,0
Daft Punk,5/17/2013,"4,413",19.9,587054803.0,"130,991","15,108,911",70.0,"830,977,726","4,575,683",48128.0,"9,438,211","82,939,552","7,491,045",74.0,"20,738",1,78.0,"819,839",23.0,"13,761,386","20,411",,"7,241,562",0
Vacations,12/9/2016,"4,431",19.8,597591280.0,"136,878","25,723,483",74.0,"105,282,082","1,803,716",454382.0,"226,996,966","1,487,039,791",,15.0,269,10,,,8.0,"4,444,885","5,086","23,290,198","1,723,404",0
Sia,5/3/2018,"4,449",19.8,563680273.0,"82,163","14,384,727",71.0,"403,337,582","4,716,385",832932.0,"53,453,411","522,523,747","14,782,080",,"4,805",,,,,,,,,0
Ado,10/23/2020,"4,427",19.8,189058129.0,"36,943","3,081,604",62.0,"390,278,119","3,350,958",1647.0,"753,212","7,761,272","31,259,366",31.0,928,,2.0,"2,511",3.0,,,,"268,333",0
Piso 21,5/11/2018,"4,430",19.8,405331822.0,"28,057","6,384,408",65.0,"773,003,656","2,296,316",14540.0,"979,041","10,345,597","146,544,976",9.0,"3,748",,15.0,"111,810",6.0,"8,181,531","1,713",,"718,484",0
Don Omar,1/1/2010,"4,451",19.8,210904340.0,"32,972","17,062,785",66.0,"1,096,124,254","3,571,813",4471.0,"2,661,983","22,688,824","159,360,588",11.0,"5,612",30,16.0,"182,534",20.0,"270,829,417","137,297",,"1,655,972",0
Becky G,10/11/2019,"4,446",19.8,189969086.0,"27,387","6,969,852",54.0,"474,789,534","3,191,466",778532.0,"15,115,643","252,838,869","39,059,546",42.0,"4,856",108,13.0,"66,482",11.0,"19,661,789","7,367",,"601,436",0
Soulja Boy,3/12/2021,"4,452",19.8,87813373.0,"35,497","4,333,964",51.0,"22,158,547","645,841",1908028.0,"389,171,513","3,050,656,195","1,075,513",15.0,"11,520",147,1.0,458,3.0,"11,767,557","7,464","3,340,704","571,513",1
Jasmine Sandlas,1/4/2020,"4,434",19.8,173193166.0,"12,129","7,879,651",60.0,"643,258,603","3,362,426",54100.0,"5,386,841","57,212,956","28,907,695",13.0,"1,288",,,,4.0,,,,"259,241",0
4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turnin,2/25/2022,"4,453",19.8,148262734.0,"25,061","12,962,477",61.0,"84,276,192","1,121,581",751200.0,"215,442,044","1,877,005,845","25,955,797",45.0,"2,670",,12.0,"139,673",19.0,"10,335,798","16,315","1,228,455","768,965",0
Ayaz Erdoï¿½ï,3/16/2022,"4,447",19.8,57174683.0,"12,634","620,189",52.0,"277,032,840","1,310,994",38500.0,"2,638,359","88,201,634","111,653,393",4.0,"1,974",,2.0,"53,880",,,,,"1,826,014",0
Naomi Scott,5/22/2019,"4,432",19.8,304588030.0,"27,312","13,626,506",63.0,"536,055,555","5,342,216",16993.0,"4,437,120","48,485,307","46,694,866",41.0,"6,750",184,3.0,"12,065",13.0,"35,919,515","86,599",,"661,261",0
Kevin Gates,5/17/2019,"4,454",19.8,199248929.0,"60,481","4,931,520",56.0,"261,079,023","2,146,409",609586.0,"85,181,373","713,540,521","791,982",8.0,2,,6.0,"6,125",1.0,"106,702,648","61,855",,"1,423,575",1
X Ambassadors,3/17/2015,"4,445",19.8,785571181.0,"131,703","26,404,041",70.0,"492,974,141","3,162,813",36859.0,"9,348,443","74,904,030","17,622,437",96.0,"89,938",279,30.0,"100,159",22.0,,,,"9,672,381",0
Red Hot Chili Peppers,5/9/2006,"4,442",19.8,1070374387.0,"203,821","38,556,891",74.0,"710,124,074","3,609,104",506663.0,"44,842,411","835,564,684","31,925,912",22.0,31,31,56.0,"784,912",26.0,"667,293,971","198,268","3,089,649",,0
Lil Wayne,1/1/2011,"4,433",19.8,531877344.0,"113,502","16,875,314",69.0,"887,185,779","5,742,922",240175.0,"59,853,712","478,863,160","159,410,617",21.0,26,4,10.0,"249,253",8.0,"260,350,267","311,020",,"3,832,905",1
Martin Garrix,6/15/2018,"4,443",19.8,529175442.0,"63,348","12,995,383",60.0,"352,484,517","2,091,823",1019151.0,"8,797,464","102,987,831","354,785,232",44.0,"17,888",,24.0,"170,268",14.0,"36,710,143","35,559",,"2,849,471",0
Betillo Guerrero,2/7/2022,"4,440",19.8,92981184.0,"12,775","1,505,898",54.0,"104,515,384","562,370",1348200.0,"62,716,990","848,741,537",,,3,,,,1.0,"4,488,013","4,004",,"572,854",1
HarmonicoHCO,12/19/2022,"4,493",19.7,32753.0,22,"1,937",11.0,"154,648","2,260",1703320.0,"154,947,650","1,598,275,820",,,,,1.0,294,,,,,"15,742",0
Halsey,11/8/2019,"4,490",19.7,557921212.0,"56,240","15,063,771",64.0,"61,717,959","619,110",27870.0,"5,508,696","41,811,499","36,612",73.0,"118,637",338,26.0,"118,382",7.0,"105,657,255","42,730","5,930,140","2,538,528",1
James Arthur,10/28/2016,"4,464",19.7,803983295.0,"106,924","55,494,559",72.0,"365,027,836","3,784,864",607082.0,"245,258,586","1,514,260,404","220,590,518",85.0,"20,918",,50.0,"348,146",3.0,"33,914,425","41,555","588,731","3,541,704",0
Kygo,2/25/2022,"4,479",19.7,194708224.0,"32,664","28,154,571",61.0,"20,154,009","183,170",5040.0,"2,974,319","29,481,029","249,991,266",54.0,"158,571",40,50.0,"450,408",20.0,"5,959,629","1,347",,"1,253,748",0
Jasleen Royal,8/5/2021,"4,478",19.7,380785241.0,"31,820","12,294,093",67.0,"236,863,842","1,710,700",229768.0,"17,948,279","288,771,523","96,511",24.0,703,,1.0,"1,097",2.0,,,,"439,148",0
Taylor Swift,4/9/2021,"4,458",19.7,662057533.0,"59,739","35,937,845",76.0,"55,391,583","447,166",106500.0,"64,739,020","451,630,379",,53.0,"23,703",,8.0,"149,944",46.0,"10,543,057","23,062",,"659,091",0
Big Sean,10/31/2016,"4,465",19.7,711322702.0,"98,581","22,063,307",61.0,"25,097,411","287,379",463080.0,"14,250,731","90,486,354","34,515,209",144.0,"27,886",122,24.0,"92,788",17.0,"378,582,160","192,137",,"3,184,032",1
Alan Walker,1/1/2016,"4,481",19.7,381501023.0,"56,234","10,566,251",56.0,"933,353,581","7,640,646",239631.0,"9,860,965","133,544,796","248,228,132",40.0,"22,576",,10.0,"84,292",13.0,"45,353,135","36,069","2,061,025","32,256",0
Nicki Minaj,1/1/2010,"4,469",19.7,855080751.0,"112,252","49,283,690",74.0,"1,308,913,092","7,034,253",289637.0,"67,010,436","466,335,090","155,920,012",89.0,"65,245",247,26.0,"275,003",46.0,,,"12,825,913","3,513,462",1
Elle King,1/1/2014,"4,466",19.7,501915477.0,"87,258","27,223,463",66.0,"317,068,971","2,821,803",45257.0,"5,759,482","29,687,816","14,824,786",119.0,"114,659",240,36.0,"78,076",26.0,"351,130,418","154,550","9,884,534","11,012,948",0
Charli xcx,7/26/2017,"4,461",19.7,180051347.0,"22,760","6,840,979",52.0,"14,546,112","287,534",6756868.0,"92,473,025","985,761,413","114,195",3.0,"4,789",29,19.0,"194,910",11.0,"1,056,419","13,040","241,956",,0
Eric Land,4/14/2023,"4,462",19.7,120491749.0,"8,494","11,387,986",63.0,"118,976,231","658,718",110713.0,"5,335,542","64,087,674","810,355",6.0,547,,27.0,"907,118",13.0,,,,"48,025",0
Junior H,10/31/2019,"4,486",19.7,404073512.0,"42,797","7,070,994",69.0,"328,021,225","1,916,957",51604.0,"14,598,836","101,301,634","13,436,612",9.0,48,,2.0,"31,079",5.0,"31,636,806","19,540","9,763,489","1,254,798",0
Lil Tecca,8/6/2021,"4,467",19.7,176048317.0,"70,149","13,900,314",54.0,"27,753,856","516,329",118.0,"38,948","571,049","1,564,606",37.0,"5,256",,5.0,"434,190",3.0,"3,251,875","1,962","8,735,720","298,734",1
SHAUN,6/27/2018,"4,475",19.7,211581810.0,"29,803","3,666,168",63.0,"137,544,172","1,154,680",4469485.0,"209,217,443","3,149,064,834",,13.0,144,1,3.0,"16,529",26.0,"107,648",,,"1,277,487",0
Billie Eilish,7/9/2021,"4,460",19.7,333792226.0,"59,316","13,920,863",70.0,"82,079,675","2,306,717",82676.0,"74,085,591","536,488,373","39,033,981",80.0,"22,576",103,13.0,"592,349",8.0,"11,584,613","5,361",,"1,758,003",1
Takeoff,11/2/2018,"4,459",19.7,234838690.0,"72,603","7,243,039",63.0,"46,543,188","628,770",15008.0,"2,345,025","23,557,281","23,439,720",14.0,14,,5.0,"6,924",1.0,"8,870,437","10,603","49,145,984","687,210",1
PEDRO SAMPAIO,2/1/2022,"4,471",19.7,231523576.0,"35,530","9,584,099",58.0,"173,364,125","1,394,374",2235.0,"96,354","2,321,734","99,542,687",31.0,"16,600",4,38.0,"271,584",8.0,"6,862",72,,"697,492",0
Megan Thee Stallion,11/20/2020,"4,480",19.7,208151054.0,"38,294","10,075,280",59.0,"218,386,390","2,462,386",632550.0,"307,941,931","2,020,694,174","180,147,323",4.0,"75,639",160,1.0,12,4.0,,,,,1
Grupo la Cumbia,3/13/2020,"4,476",19.7,35324338.0,"8,655","6,561,177",55.0,"20,232,023","188,767",4201337.0,"681,866,858","8,808,203,215",,2.0,"1,971",,1.0,"7,814",,"14,651,981","4,076",,"785,161",0
Mankirt Aulakh,3/23/2021,"4,477",19.7,22697447.0,"4,241","547,609",46.0,"289,466,687","2,021,002",1507900.0,"20,936,670","464,077,604","156,454,933",4.0,,,1.0,231,1.0,"1,562",9,,"50,977",0
Ella Mai,1/28/2022,"4,491",19.7,59929910.0,"13,316","1,804,462",56.0,"87,393,499","637,357",39180.0,"3,603,590","36,200,780","50,573,744",18.0,"99,339",428,8.0,"95,541",14.0,"74,838,753","12,344","3,910,975","810,803",1
Migos,1/27/2017,"4,474",19.7,599318070.0,"101,794","18,074,301",61.0,"115,314,262","913,087",28876.0,"4,958,824","48,083,562","6,206",64.0,"5,509",74,17.0,"54,367",4.0,"364,060,709","156,903",,"2,694,476",1
Pop Smoke,7/16/2021,"4,482",19.7,156697759.0,"69,258","5,943,506",62.0,"59,647,655","736,873",21014.0,"3,861,283","54,292,475","40,048,862",40.0,"26,638","1,076",8.0,"145,596",14.0,"32,312,848","4,740",,"1,065,106",1
Agust D,4/21/2023,"4,485",19.7,285039741.0,"8,884","17,220,812",75.0,"80,959,733","5,337,877",151700.0,"111,667,305","528,452,231","124,964,447",14.0,"1,864",40,5.0,"919,359",8.0,"1,329,215",168,,"187,778",0
Mahalini,10/22/2021,"4,484",19.7,277051326.0,"13,527","3,805,292",36.0,"246,505,345","1,442,640",560615.0,"230,504,439","3,263,936,018","1,272,705",13.0,"6,309",,,,,,,,"104,366",0
Young T & Bugsey,11/7/2019,"4,492",19.7,209328795.0,"69,599","10,534,579",54.0,"176,353,020","1,757,636",584720.0,"45,308,104","463,196,104","18,340,338",76.0,10,,22.0,"139,384",12.0,"31,067,301","23,634",,"5,823,976",1
Kendrick Lamar,5/8/2022,"4,470",19.7,89806639.0,"41,371","4,068,649",59.0,"55,825,164","2,131,185",12094.0,"5,344,281","49,727,704","470,940,171",21.0,172,28,9.0,"104,775",23.0,"2,152,456","1,174","8,141,454","303,787",1
KAROL G,5/5/2017,"4,456",19.7,365062854.0,"18,085","10,037,406",71.0,"893,949,453","3,847,991",69294.0,"7,236,983","109,160,109","117,031,962",20.0,"1,956",32,12.0,"245,806",14.0,"57,470,493","19,752","2,498,936","501,725",0
Miksu / Macloud,7/8/2022,"4,518",19.6,128484709.0,"57,396","2,682,682",62.0,"2,575,615","23,097",85204.0,"10,035,989","113,176,445",,14.0,"11,734",,5.0,"657,417",3.0,,,"504,871","281,240",1
Daniel Caesar,4/7/2023,"4,532",19.6,112162450.0,"16,616","12,404,532",72.0,"35,498,149","286,497",198818.0,"28,598,597","158,972,578","19,897,164",5.0,88,,6.0,"75,827",6.0,"337,891","1,920","2,528,450","194,158",0
Ava Max,7/30/2020,"4,522",19.6,218674366.0,"34,897","3,519,653",57.0,"242,536,989","2,020,435",48606.0,"6,100,208","72,001,415","16,182,813",37.0,"142,362",,28.0,"861,322",6.0,"12,733,716","5,842",,"2,245,711",0
Nirvana,9/24/1991,"4,510",19.6,2021910364.0,"410,054","113,406,994",77.0,"348,081,676","4,710,499",264172.0,"95,247,745","720,283,921","837,901",287.0,"146,813",287,256.0,"3,993,523",97.0,"691,979,509","317,966","13,047,851","12,775,440",0
Peezy,8/12/2022,"4,503",19.6,59038013.0,"22,057","7,294,297",56.0,"67,576,838","510,771",131279.0,"65,223,102","549,768,980","10,702,053",16.0,"81,752","1,278",3.0,"37,754",,"6,360,246","5,199",,"969,319",1
ITZY,4/30/2021,"4,499",19.6,205110323.0,"21,243","3,562,675",60.0,"371,693,639","6,571,826",85629.0,"98,044,796","550,643,662","137,260,316",18.0,"1,889",52,1.0,"1,353",11.0,"598,765","1,330",,"336,074",0
JVLA,6/3/2020,"4,500",19.6,231981539.0,"50,016","14,263,219",61.0,"102,609,103","964,398",1232692.0,"200,219,251","3,294,902,834",,6.0,5,39,3.0,"12,412",,,,,"7,621,062",1
Lamis Kan,7/27/2021,"4,525",19.6,41071094.0,"14,309","1,842,678",59.0,"332,271,837","2,651,163",256849.0,"37,844,605","772,766,174",,3.0,789,,1.0,"74,982",,,,,"1,266,792",0
Jhay Cortez,2/5/2020,"4,514",19.6,234126191.0,"47,086","12,435,270",58.0,"409,564,436","2,500,771",140889.0,"10,785,683","88,814,154","5,483,154",68.0,"3,114",31,14.0,"136,519",30.0,"18,688,171","8,139",,"654,623",1
KAROL G,9/21/2021,"4,533",19.6,350738636.0,"29,760","11,290,192",66.0,"154,323,126","1,697,768",214500.0,"29,252,686","351,428,481","12,339,929",42.0,"19,998",285,20.0,"175,016",27.0,"47,444,595","7,262",,"571,685",1
Pop Smoke,5/22/2019,"4,531",19.6,265520736.0,"102,073","10,291,092",61.0,"267,792,071","2,624,568",21717.0,"6,016,370","46,409,820","1,030,595",31.0,296,25,9.0,"10,105",2.0,"16,469,916","29,008",,,1
WOS,4/6/2022,"4,504",19.6,223426639.0,"36,161","8,039,699",63.0,"135,822,239","1,770,582",83501.0,"52,704,504","422,027,661","135,460,144",6.0,"2,526",,7.0,"281,211",4.0,"16,762",166,,"538,337",0
Ambjaay,5/10/2019,"4,497",19.6,128411645.0,"25,190","4,018,662",47.0,"86,561,302","1,275,303",17467.0,"14,675,601","112,331,903","14,950,722",23.0,210,,3.0,"41,938",1.0,"17,430,949","55,733","55,404,639","1,227,296",1
Luke Bryan,1/1/2011,"4,530",19.6,464203349.0,"69,767","12,116,553",70.0,"192,327,944","1,072,108",105583.0,"24,892,738","136,935,165","161,542,927",45.0,"99,018",141,3.0,106,24.0,"514,853,161","931,824","1,017,184","2,256,949",0
Lady Gaga,2/28/2020,"4,524",19.6,377746254.0,"41,379","13,698,064",62.0,"192,582,605","2,080,748",42881.0,"11,641,151","102,362,534","297,125,949",111.0,"189,664",145,68.0,"351,648",60.0,"28,518,146","18,525",,"1,998,557",0
Lana Del Rey,8/30/2019,"4,496",19.6,680707791.0,"87,833","27,581,024",74.0,"48,297,331","611,115",43653.0,"21,000,926","184,535,006",,43.0,"49,001",8,26.0,"90,526",5.0,"74,241,424","20,646",,"4,213,597",1
Selena Gomez,1/1/2013,"4,526",19.6,412118303.0,"56,547","23,398,521",64.0,"863,861,067","5,523,754",278923.0,"103,430,102","931,798,909","509,376,370",51.0,"10,224",116,23.0,"493,472",31.0,"342,338,643","238,693",,"5,049,335",0
Cali Y El Dandee,9/24/2015,"4,501",19.6,395303355.0,"39,270","14,763,690",65.0,"1,089,620,434","2,743,125",21780.0,"3,185,623","32,115,493","302,248,235",73.0,"4,454",3,37.0,"47,436",1.0,"27,829,677","7,930",,"2,686,409",0
Bazzi,7/18/2019,"4,529",19.6,593718503.0,"73,008","13,922,244",65.0,"229,847,460","2,270,041",460911.0,"117,400,155","728,210,556","66,737,333",35.0,"13,279",,17.0,"15,884",1.0,"34,734,201","19,645",,"1,246,464",1
Sarah Jeffery,8/2/2019,"4,517",19.6,118934988.0,"14,432","11,298,588",60.0,"528,359,923","4,933,066",38800.0,"21,078,712","132,642,128","45,255,347",14.0,62,165,,,10.0,"21,298,372","164,505",,"430,420",0
Faouzia,11/5/2020,"4,513",19.6,160979905.0,"23,825","5,329,581",57.0,"280,111,313","2,138,306",508032.0,"76,984,704","1,074,096,649","611,181,814",20.0,"49,231",,14.0,"143,722",23.0,"4,744,421","2,727",,"2,000,620",0
Billie Eilish,7/30/2020,"4,502",19.6,461892532.0,"69,326","20,986,678",64.0,"175,821,589","5,873,880",76587.0,"20,741,250","123,540,119","25,038,982",94.0,"19,138",101,35.0,"217,583",43.0,"16,658,690","12,326",,"1,143,845",0
Timbaland,1/1/2007,"4,495",19.6,858734232.0,"177,813","63,919,947",78.0,"671,323,389","3,052,958",43406.0,"31,003,462","318,483,532","188,799,981",100.0,"56,432",347,31.0,"638,072",22.0,"404,463,590","176,142","1,896,764","10,984,658",0
Ariana Grande,7/13/2018,"4,527",19.6,1064927546.0,"83,580","36,516,267",70.0,"120,105,486","1,141,821",545.0,"258,785","2,480,889","1,209,261",90.0,"88,924",60,43.0,"313,446",,"134,305,701","63,318",,"2,195,677",1
Rosa Linn,7/15/2022,"4,548",19.5,138349331.0,"15,155","4,683,187",59.0,"2,006,799","61,403",1277321.0,"368,213,517","3,723,954,244",,7.0,72,,1.0,203,8.0,,,"817,629","1,936,170",0
NF,6/27/2019,"4,542",19.5,353038338.0,"64,001","7,457,128",66.0,"309,458,776","4,303,644",20311.0,"3,628,465","38,818,268","3,146,810",7.0,203,,3.0,"12,280",5.0,"79,383,183","61,626",,"521,339",0
Arijit Singh,7/12/2018,"4,545",19.5,108748134.0,"8,561","5,661,296",68.0,"900,050,812","4,918,218",114.0,"24,716","331,691","32,388,440",4.0,721,,,,,"396,783",321,,"203,282",0
Jhenï¿½ï¿½ ,3/6/2020,"4,539",19.5,246615679.0,"39,348","8,259,352",63.0,"144,344,028","1,222,484",51304.0,"8,958,777","66,918,543","22,728,307",56.0,"140,835",81,11.0,"480,752",53.0,"144,189,603","36,797",,"1,326,441",1
Sebastian Yatra,6/24/2016,"4,559",19.5,650511999.0,"47,448","15,918,487",67.0,"795,920,437","4,151,098",162505.0,"3,991,939","60,797,733","121,660,111",56.0,"10,134",37,42.0,"79,655",18.0,"104,115,282","26,343",,"2,233,388",0
Juice WRLD,11/12/2021,"4,566",19.5,229232959.0,"68,879","11,741,541",61.0,"46,890,832","889,875",51484.0,"4,989,535","61,564,975","25,926,849",19.0,133,72,12.0,"106,859",10.0,"10,040,427","6,822",,"289,269",1
Meet Bros.,4/9/2016,"4,543",19.5,21092086.0,"3,414","1,082,794",45.0,"1,235,706,833","4,131,568",461200.0,"15,268,359","258,442,943","30,817,361",1.0,20,,,,2.0,,,,"53,500",0
Willy Paul,11/25/2022,"4,546",19.5,330280.0,174,"8,772",20.0,"6,023,690","52,656",1700000.0,"19,786,116","267,911,446",,,,,,,,,,,"184,355",0
Fred again..,10/17/2022,"4,555",19.5,172321571.0,"38,159","7,282,524",61.0,"441,247","5,740",23200.0,"8,183,076","164,453,741",,46.0,"16,471",27,8.0,"10,505",22.0,"353,677",493,"3,734,930","615,432",0
YoungBoy Never Broke Again,1/11/2018,"4,561",19.5,347754650.0,"77,541","8,703,094",65.0,"262,512,471","1,713,131",120875.0,"9,317,681","44,191,712","3,853,313",17.0,918,,3.0,"8,039",,"202,437,193","143,554",,"923,983",1
Swedish House Mafia,1/1/2012,"4,557",19.5,1088273121.0,"203,395","83,814,501",76.0,"20,942,928","209,498",25739.0,"16,932,344","115,452,865","39,509,629",142.0,"166,092",,76.0,"636,337",46.0,"293,997,575","349,531",,"102,837",0
Ariana Grande,10/30/2015,"4,551",19.5,315697428.0,"27,166","9,169,246",57.0,"1,033,104,472","6,459,847",319300.0,"9,810,976","61,451,981","291,876,127",84.0,"6,723",1,31.0,"227,649",5.0,"65,640,640","38,385","4,570,896","1,966,828",0
Ed Maverick,3/2/2018,"4,538",19.5,583209382.0,"66,332","17,627,488",71.0,"561,013,544","4,030,692",56188.0,"25,942,489","187,698,778","34,698,023",27.0,931,4,18.0,"54,106",14.0,"2,659,814","6,481",,"1,385,244",1
Russ,3/17/2023,"4,560",19.5,23388367.0,"9,896","632,527",50.0,"42,955,563","460,377",656241.0,"50,794,628","511,034,419","4,219,869",,"1,224",837,,,,"12,660,506","4,381",,"57,729",1
Dominic Fike,6/23/2023,"4,535",19.5,122999909.0,"24,570","9,827,231",69.0,"16,644,597","357,403",282.0,"76,696","697,596","226,510",23.0,279,314,26.0,"356,118",15.0,"380,693","1,733",,"507,011",0
SR,11/27/2020,"4,565",19.5,211596324.0,"92,484","4,912,325",61.0,"95,279,761","1,240,432",67607.0,"29,678,545","296,502,190",30,3.0,77,,,,,,,,"958,743",1
347aidan,6/18/2021,"4,541",19.5,225962467.0,"76,523","6,879,843",62.0,"25,819,662","466,288",313258.0,"38,604,985","421,102,345","9,177,732",10.0,248,,4.0,"4,650",,"2,228,794","4,470",,"1,627,617",0
J Balvin,1/9/2020,"4,553",19.5,485274842.0,"65,140","16,620,315",58.0,"257,045,287","2,076,627",151922.0,"9,099,573","96,188,508","40,113,725",76.0,212,116,27.0,"160,369",18.0,"58,365,539","8,468",,"1,227,531",0
Baby Keem,6/5/2023,"4,537",19.5,59629684.0,"29,361","8,124,531",63.0,"5,737,464","71,512",84.0,"171,969","889,338",,22.0,"12,731",56,10.0,"115,828",19.0,"1,430,834",627,,"302,804",1
Brytiago,10/31/2018,"4,554",19.5,285851797.0,"41,294","10,037,160",57.0,"658,375,389","2,669,794",6817.0,"2,802,860","15,966,689","31,982,622",16.0,"3,073",6,12.0,"73,841",,"9,828,021","4,717",,"764,140",0
Kerim Araz,3/6/2023,"4,534",19.5,42735162.0,"6,811","879,077",56.0,"152,880,323","477,528",75900.0,"1,929,069","55,394,779","211,372,872",4.0,"2,043",,,,,,,,"602,369",0
Harry Styles,5/20/2022,"4,558",19.5,377242486.0,"42,233","11,501,240",68.0,"46,848,683","1,141,593",80961.0,"39,903,732","224,312,083","62,344,312",21.0,"4,931",218,22.0,"581,162",8.0,"20,446,088","4,196","165,194","224,414",0
Jaymes Young,6/23/2017,"4,540",19.5,472408276.0,"84,220","23,944,018",69.0,"181,335,841","2,086,235",2033143.0,"440,989,698","3,526,073,258","140,406,981",33.0,563,13,10.0,"101,920",1.0,"10,855,294","18,606",,"1,724,972",0
$uicideboy$,9/5/2017,"4,585",19.4,305049963.0,"65,770","5,103,054",71.0,"149,247,747","1,397,590",48370.0,"20,202,000","143,934,379","53,016",3.0,6,,2.0,"14,217",,"20,104,066","13,184","50,633,006","656,337",1
Lil Baby,2/28/2020,"4,571",19.4,189972685.0,"72,066","6,704,802",65.0,"201,027,333","1,081,402",7596.0,"5,288,677","36,849,005","29,253,152",19.0,204,,1.0,74,6.0,"84,426,740","28,999",,"1,135,998",1
Arijit Singh,11/8/2016,"4,591",19.4,145467020.0,"14,037","7,387,064",66.0,"1,118,595,159","3,868,828",11433.0,"2,534,831","37,757,301","25,150,516",1.0,"1,200",,,,7.0,"6,817,840",,,"448,292",0
