Spotify Streams,Spotify Playlist Count,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,Explicit Track,Total_Popularity_Score,Cross_Platform_Count,Release_Year,Artist_Song_Count,YouTube_Engagement_Rate,TikTok_Engagement_Rate,Track_Success
1612286100.0,282719.0,74.0,1019256260.0,10280320.0,1404274.0,502778980.0,1,0.15347838,3,2021.0,14,0.010086101,358.03455,1
2607122000.0,270230.0,78.0,1201600900.0,10239198.0,4725570.0,414013380.0,0,0.23339452,3,2019.0,17,0.008521298,87.61129,1
2548389400.0,339306.0,78.0,987143400.0,9384427.0,1900813.0,44442430.0,1,0.21919447,3,2018.0,21,0.009506651,23.380737,1
1185930000.0,103026.0,76.0,1229843100.0,5870729.0,1300337.0,251445970.0,0,0.12101601,3,2022.0,32,0.0047735604,193.36969,1
1325725700.0,171255.0,72.0,1329826700.0,15965491.0,8470921.0,1183499400.0,1,0.14717674,3,2020.0,9,0.012005693,139.71317,1
77757030.0,3407.0,81.0,100148770.0,2531168.0,99900.0,46645176.0,0,0.008761203,0,2024.0,1,0.025274089,466.91403,1
72335130.0,8696.0,86.0,41492120.0,1034563.0,182200.0,26534406.0,1,0.0068556583,0,2024.0,68,0.024933986,145.63261,1
136237280.0,2.0,35.0,148269620.0,1257935.0,182200.0,26534406.0,0,0.0140113,0,2024.0,4,0.008484112,145.63261,1
1673557100.0,54950.0,80.0,397523740.0,10125293.0,341522.0,114990780.0,1,0.14004542,3,2023.0,9,0.025470916,336.69998,1
922010050.0,107189.0,79.0,141852060.0,567295.0,285414.0,61112010.0,1,0.075547524,2,2023.0,20,0.0039992086,214.11632,1
532012800.0,22396.0,85.0,13119247.0,218957.0,182200.0,26534406.0,0,0.042064413,1,2024.0,4,0.016689828,145.63261,1
1754311600.0,271758.0,74.0,958790900.0,7686994.0,1036355.0,225139300.0,0,0.1593585,3,2020.0,15,0.008017384,217.24127,1
850810200.0,56104.0,82.0,258553380.0,1174349.0,1167300.0,58820720.0,1,0.07235493,3,2023.0,32,0.004542002,50.390366,1
1312168400.0,248793.0,75.0,993324540.0,9537455.0,1503567.0,369280600.0,0,0.12768751,3,2021.0,12,0.009601551,245.60286,1
548408.0,130.0,35.0,1356336.0,17701.0,18000000.0,334009020.0,0,0.0048132115,1,2022.0,1,0.013051328,18.556057,1
2167768000.0,309421.0,79.0,773591040.0,11098007.0,1893481.0,1080682500.0,1,0.19991478,3,2021.0,20,0.014346091,570.7382,1
2516804400.0,296739.0,76.0,1779243600.0,26239832.0,3774645.0,177247660.0,0,0.23479705,3,2019.0,27,0.014747746,46.957428,1
2738293800.0,251033.0,74.0,2372399000.0,26919886.0,5815851.0,140938640.0,0,0.26363856,3,2018.0,11,0.011347116,24.233534,1
1003487400.0,126402.0,73.0,621874240.0,2859234.0,2409247.0,476447300.0,1,0.09759141,3,2022.0,8,0.0045977705,197.75768,1
